Degree, stddev
7, 0.000548311041863795
11, 0.0009735785899776028
4, 0.00034677622320167115
2, 0.00028415757445852995
1, 0.0
13, 0.000812704493525309
14, 0.001050578822562993
8, 0.0006630884613987386
5, 0.0004269311079312699
3, 0.0003843525947926061
15, 0.0009382036980240972
12, 0.0007741902424326923
9, 0.0007254648720587846
6, 0.0004599757161794084
32, 0.0017295360443623292
19, 0.001227382706412874
42, 0.0
30, 0.000781579625703292
25, 0.002591397502690208
36, 0.0040514174652341375
17, 0.001309754727925915
10, 0.0008285390584359156
23, 0.000997952967593092
21, 0.001686361439085479
61, 0.0
51, 0.003561025614303239
37, 0.002220569300500581
18, 0.001022112804000272
20, 0.0007423166548734917
26, 0.0017207098147731489
16, 0.0011629727029434647
27, 0.0014097587508388198
34, 0.0011846988708311133
22, 0.0009150117258155251
28, 0.0019027599498476348
29, 0.0020700750963485877
40, 0.0
24, 0.0011108939939049735
41, 0.0
33, 0.0
31, 0.0
