Degree, stddev
7, 0.0012773941986571197
11, 0.0024905683279768604
4, 0.0007872577551302369
2, 0.0003484204956227428
1, 0.0
13, 0.002309825668290542
14, 0.002241036025696148
8, 0.001463032361229302
5, 0.0010154701052933785
3, 0.0008123563674966404
15, 0.0025672451424551632
12, 0.002859401675220919
9, 0.0016258090549081828
6, 0.0010354396392318326
32, 0.009359596722405465
19, 0.0042129564907905
42, 0.0
30, 0.006069869675777419
25, 0.005477052156292721
36, 0.002829379045508482
17, 0.0021431806110662277
10, 0.0021342126668154656
23, 0.002813817664617907
21, 0.0046357046212630384
61, 0.0
51, 0.009579033741008179
37, 0.008304197624318844
18, 0.004961940712072832
20, 0.0037172221133788177
26, 0.008716547848276426
16, 0.0038527636585841663
27, 0.007546563311743121
34, 0.002372161861592814
22, 0.0021319922042280677
28, 0.005779930842403049
29, 0.0010054024400496702
40, 0.0
24, 0.0001717006080530463
41, 0.0
33, 0.0
31, 0.0
